id1,id2,friended_on
467,608,2015-09-21
460,826,2010-11-19
482,148,2014-06-09
473,428,2014-06-28
484,87,2011-09-15
473,430,2007-11-17
486,30,2015-06-26
478,279,2015-03-12
479,248,2007-03-12
456,962,2015-12-26
483,126,2014-04-09
473,439,2013-03-08
457,936,2008-06-06
461,812,2011-07-08
468,596,2015-06-21
481,194,2014-04-23
460,850,2013-07-24
482,169,2015-08-23
469,574,2014-11-29
465,698,2013-12-19
466,673,2009-08-11
459,890,2012-08-12
485,84,2011-09-30
485,87,2013-07-03
460,862,2012-10-09
468,619,2013-11-08
486,62,2012-06-25
473,465,2009-04-04
472,497,2006-09-03
486,63,2015-08-01
478,312,2015-01-08
465,715,2006-03-31
459,905,2006-11-01
478,317,2013-08-28
467,659,2015-07-29
477,349,2015-02-07
471,536,2015-09-13
468,635,2015-12-20
458,947,2014-03-02
462,823,2015-01-27
487,50,2014-09-16
461,857,2015-06-11
473,485,2015-12-20
472,517,2014-01-13
469,613,2015-01-02
478,335,2015-12-19
469,616,2014-02-02
482,213,2011-06-09
484,152,2012-01-22
483,183,2012-07-03
469,618,2014-09-10
475,434,2015-04-06
481,249,2014-08-11
469,623,2014-05-01
477,376,2015-10-02
484,160,2015-04-28
481,254,2011-12-28
477,378,2008-09-26
471,564,2015-10-19
486,102,2013-08-17
469,633,2015-01-14
483,199,2015-12-12
476,418,2014-04-09
468,667,2015-08-08
466,729,2013-05-31
473,513,2015-03-06
488,52,2015-11-28
486,115,2010-03-24
477,394,2008-05-18
485,146,2012-11-30
465,767,2015-03-24
477,397,2015-06-07
464,801,2015-07-23
489,27,2005-08-10
484,182,2009-04-25
487,89,2013-05-08
488,59,2015-12-20
476,432,2013-03-30
485,155,2012-03-20
466,746,2014-07-06
473,531,2015-12-27
469,659,2015-12-04
473,535,2015-03-29
461,907,2007-11-04
489,41,2009-06-27
472,568,2009-11-22
472,570,2015-06-23
478,385,2015-10-11
482,261,2015-03-02
460,944,2013-10-04
487,109,2014-11-08
486,142,2015-08-22
485,174,2014-07-14
479,360,2013-03-26
481,299,2010-05-04
473,548,2015-02-12
460,951,2006-07-21
479,366,2011-06-02
467,739,2015-08-19
485,183,2011-09-19
460,960,2005-09-02
488,94,2015-02-24
463,870,2015-09-15
491,4,2008-03-17
474,532,2014-10-09
469,689,2011-12-18
475,505,2015-02-08
469,694,2015-08-28
465,823,2013-03-17
485,204,2015-12-04
465,825,2008-09-08
487,143,2013-06-05
462,921,2014-03-16
479,394,2014-02-17
488,121,2015-06-17
479,400,2015-05-28
482,307,2012-11-05
480,373,2015-10-08
471,653,2015-05-23
474,562,2014-12-12
463,905,2015-02-24
472,628,2015-07-01
474,567,2012-09-14
474,569,2014-10-28
485,229,2014-07-10
490,76,2014-03-19
473,604,2013-01-31
485,232,2014-09-08
466,822,2010-07-20
491,48,2013-03-04
490,80,2015-03-10
461,982,2011-10-05
476,518,2014-03-22
489,115,2015-06-27
484,270,2015-01-10
465,860,2012-06-14
476,519,2014-02-12
469,736,2015-09-28
488,148,2015-07-26
472,644,2015-06-04
489,119,2013-01-11
468,771,2015-01-12
477,492,2005-09-28
474,586,2013-04-16
478,465,2012-08-09
478,467,2015-05-24
463,933,2013-01-19
466,840,2014-01-17
466,841,2013-12-21
487,192,2012-05-03
481,380,2014-07-09
465,877,2006-09-13
475,568,2015-11-01
488,167,2015-08-07
488,168,2015-04-02
473,635,2015-12-21
486,234,2009-11-19
463,948,2015-06-06
469,763,2015-12-26
472,670,2013-09-13
487,207,2009-05-18
492,52,2015-12-05
482,363,2012-04-13
484,303,2013-01-25
463,955,2013-06-03
482,367,2009-09-01
469,771,2014-05-11
486,244,2015-02-02
481,401,2010-11-01
477,526,2015-08-13
475,589,2015-04-10
468,806,2015-11-09
493,31,2015-09-14
472,686,2013-10-20
489,162,2013-02-04
466,875,2015-08-04
490,132,2014-12-04
472,692,2013-08-11
477,537,2013-02-07
480,449,2015-02-18
482,388,2015-02-05
463,980,2014-01-02
490,144,2013-10-31
484,333,2010-11-26
466,894,2013-08-30
481,431,2013-03-27
486,276,2015-04-23
466,898,2012-02-06
488,217,2015-04-05
472,714,2015-08-31
478,528,2015-12-27
465,931,2006-05-27
477,561,2008-04-23
494,37,2011-09-27
467,876,2015-12-22
469,815,2012-06-22
483,381,2012-10-25
494,41,2012-07-13
475,630,2015-07-04
487,261,2015-11-26
482,416,2015-12-01
465,944,2013-12-29
469,823,2015-11-24
491,142,2015-10-27
478,545,2013-04-07
480,484,2015-03-08
472,733,2009-10-25
469,827,2012-04-10
492,114,2012-09-01
485,333,2012-03-10
469,832,2015-11-04
486,307,2012-08-05
483,401,2012-02-12
473,712,2015-12-01
493,92,2015-09-15
480,496,2015-04-20
487,279,2015-12-10
484,373,2010-09-05
468,869,2015-11-17
475,653,2015-06-20
487,281,2009-05-22
472,747,2009-06-06
488,252,2015-10-02
472,748,2015-12-07
491,160,2013-10-24
484,377,2015-09-09
475,661,2015-05-11
490,197,2014-01-22
469,848,2015-09-09
478,569,2015-12-09
496,12,2014-05-17
480,508,2015-07-27
478,570,2015-08-08
476,636,2014-10-12
466,947,2007-11-23
486,328,2012-06-08
468,887,2014-08-30
492,143,2015-11-09
494,81,2015-04-12
484,391,2011-02-05
475,671,2015-06-20
492,146,2005-09-17
493,122,2015-05-15
481,495,2012-02-20
472,774,2012-05-28
468,901,2015-02-21
482,469,2012-07-02
488,283,2015-04-21
465,996,2015-09-03
485,379,2012-09-01
470,844,2015-05-10
480,535,2015-10-07
496,40,2015-03-07
485,382,2015-04-11
492,165,2009-07-03
489,260,2011-03-29
480,540,2015-12-23
494,107,2012-06-18
486,360,2013-12-07
471,827,2015-11-23
496,53,2013-01-12
488,302,2015-07-08
492,179,2014-08-16
467,956,2015-02-15
495,91,2015-05-11
469,899,2015-03-05
488,310,2015-04-01
497,33,2003-05-17
470,871,2015-07-31
473,781,2014-10-15
483,471,2015-10-14
489,292,2012-09-09
497,46,2014-12-31
475,728,2015-03-10
491,236,2015-12-25
469,919,2013-11-10
478,641,2015-10-24
469,923,2013-04-04
485,429,2015-02-04
486,401,2015-02-10
487,373,2011-12-12
499,1,2015-06-21
480,593,2014-08-20
485,439,2013-12-07
476,721,2014-08-25
475,755,2015-01-22
484,480,2015-03-08
479,636,2015-03-27
478,668,2010-10-16
474,792,2014-11-06
476,730,2014-06-20
487,390,2015-12-03
480,607,2014-10-18
489,329,2014-02-03
479,639,2015-02-04
489,330,2013-12-26
477,703,2014-11-28
491,269,2013-07-26
479,641,2015-01-27
486,424,2015-07-14
487,394,2011-06-02
486,426,2015-03-21
488,364,2015-03-08
493,209,2015-03-15
475,768,2015-07-15
484,492,2015-08-16
481,586,2014-11-19
488,372,2015-12-09
482,558,2012-02-10
486,434,2015-12-01
489,345,2015-12-30
497,97,2015-05-15
489,347,2013-10-11
497,99,2009-06-13
485,473,2015-12-20
496,132,2015-06-13
494,194,2012-11-26
469,970,2014-11-03
482,568,2014-12-12
480,630,2014-11-24
490,321,2011-06-27
487,417,2012-09-09
479,665,2010-02-16
500,15,2013-06-04
469,979,2012-07-09
483,546,2015-10-19
488,391,2015-07-19
489,363,2012-05-11
472,891,2010-09-09
489,365,2015-01-12
469,987,2012-06-19
491,307,2015-11-03
498,93,2015-09-15
481,621,2014-10-23
480,655,2014-12-31
487,440,2015-12-21
488,411,2015-09-04
485,504,2011-12-29
477,755,2012-05-04
488,415,2015-08-11
490,353,2015-10-05
477,756,2013-11-11
480,669,2015-02-08
494,236,2015-12-15
482,608,2012-10-25
491,330,2014-04-12
480,673,2014-11-15
490,364,2015-09-01
497,148,2004-05-11
490,366,2012-02-02
498,118,2015-06-04
476,801,2013-11-23
481,649,2014-06-07
475,836,2015-10-07
474,867,2015-12-05
497,155,2011-03-07
498,124,2014-09-08
485,529,2011-08-12
482,622,2013-09-12
489,406,2011-04-21
479,716,2014-09-01
481,655,2015-02-25
496,190,2015-09-25
501,36,2015-12-31
480,688,2014-11-05
500,69,2010-08-17
497,163,2015-06-05
496,195,2012-09-29
500,71,2011-04-11
473,910,2015-01-25
488,445,2015-06-26
485,539,2015-09-20
476,818,2014-07-26
484,571,2011-11-30
477,788,2013-05-31
501,46,2015-07-17
496,202,2014-03-29
485,543,2014-06-12
478,760,2015-06-01
475,856,2015-04-26
488,453,2015-09-06
492,332,2015-11-15
492,333,2008-07-29
477,801,2015-03-01
485,553,2014-02-11
473,928,2014-10-29
498,153,2014-11-17
476,836,2014-05-05
498,154,2015-09-17
486,527,2011-01-05
494,281,2013-06-20
473,932,2014-04-30
473,935,2014-08-08
482,658,2008-09-06
487,504,2012-05-11
500,102,2014-01-05
487,507,2013-03-08
489,446,2015-07-15
479,757,2015-12-14
495,261,2014-03-28
485,572,2015-07-15
489,448,2014-07-30
480,727,2014-09-16
485,578,2012-03-12
494,299,2014-06-08
483,640,2014-06-29
499,145,2015-03-07
477,828,2014-12-23
473,953,2012-03-23
494,302,2011-10-26
474,926,2013-09-28
476,865,2013-02-18
473,958,2012-01-01
499,153,2014-05-29
490,433,2015-12-29
472,992,2009-04-08
473,962,2015-05-11
490,436,2011-06-23
492,376,2015-04-13
496,252,2014-07-30
484,626,2015-03-26
487,535,2010-06-09
478,816,2013-12-06
476,879,2013-05-10
487,539,2015-10-01
494,322,2013-06-19
475,911,2015-01-12
501,106,2015-11-29
474,943,2014-06-05
499,169,2014-10-02
486,575,2011-08-29
495,299,2011-12-09
485,609,2014-02-17
492,392,2009-05-14
483,671,2012-09-14
493,363,2014-05-12
473,984,2012-01-14
477,860,2010-04-16
485,613,2014-01-28
485,614,2011-10-26
492,398,2012-12-07
484,648,2011-12-21
482,710,2010-11-01
500,153,2015-03-01
488,525,2015-11-26
475,929,2015-10-13
488,529,2015-10-15
505,2,2015-10-24
474,963,2014-03-02
484,655,2014-03-13
487,565,2014-05-09
475,938,2015-05-24
500,163,2015-07-03
498,225,2015-07-28
492,413,2015-01-06
491,445,2015-09-17
498,233,2015-06-05
503,79,2015-09-23
475,948,2015-02-23
504,50,2014-09-28
477,891,2014-02-17
487,582,2011-06-22
502,119,2015-01-27
488,554,2015-07-16
496,306,2015-12-04
487,587,2010-01-26
490,495,2012-03-05
478,868,2011-03-04
488,559,2015-09-17
498,249,2015-01-29
501,159,2015-02-04
496,316,2015-02-23
475,967,2015-09-03
485,659,2015-03-24
495,350,2014-02-07
505,41,2010-03-18
494,386,2015-07-27
486,634,2007-02-13
482,759,2014-12-12
485,669,2014-03-19
480,825,2015-06-17
485,672,2015-03-15
498,270,2015-12-19
496,333,2014-03-04
475,985,2015-10-03
495,368,2012-10-19
503,121,2015-09-04
476,959,2014-04-18
494,402,2014-10-18
504,93,2009-08-04
498,282,2015-04-15
507,3,2015-12-14
482,779,2014-03-10
483,749,2014-11-29
479,876,2015-12-25
490,537,2014-09-07
485,693,2015-12-27
481,817,2014-12-10
485,694,2015-10-27
492,477,2005-09-28
479,883,2015-08-09
484,729,2013-11-25
492,484,2015-08-16
476,980,2014-09-22
507,20,2014-06-06
499,270,2015-04-14
479,890,2012-12-22
477,952,2015-12-27
502,178,2010-05-09
500,241,2015-12-19
486,677,2011-09-14
495,398,2015-02-06
497,340,2011-09-01
486,682,2012-05-29
484,746,2015-02-23
490,561,2009-03-13
490,562,2009-03-18
487,656,2014-05-30
489,595,2014-12-06
506,68,2015-11-15
505,100,2014-07-09
490,565,2013-06-16
499,287,2015-11-01
481,848,2015-11-17
478,941,2013-03-09
478,942,2011-01-04
498,324,2015-03-06
496,386,2013-05-01
485,727,2011-07-25
490,573,2015-06-11
496,388,2015-04-29
480,888,2014-10-06
505,115,2014-09-08
481,859,2014-01-04
486,706,2013-07-31
495,428,2014-11-12
485,740,2015-11-19
491,554,2013-06-05
506,89,2015-12-15
496,400,2015-11-06
484,772,2015-09-16
504,153,2015-10-28
491,556,2010-12-27
477,991,2012-02-13
495,435,2013-10-07
489,623,2015-02-16
488,656,2015-10-06
487,693,2007-06-27
496,415,2013-07-20
490,602,2011-01-15
489,634,2008-06-09
487,697,2013-06-02
500,295,2014-01-17
497,388,2015-04-13
486,730,2012-02-03
490,606,2002-08-14
490,609,2005-12-24
495,454,2014-04-14
489,642,2010-03-12
486,735,2015-01-29
480,922,2014-10-01
490,613,2008-08-07
505,148,2012-09-20
478,985,2009-11-10
503,212,2013-03-25
485,771,2013-12-06
478,991,2010-06-06
509,30,2014-03-21
508,61,2015-06-07
498,372,2015-12-18
504,186,2015-03-27
493,529,2014-10-02
485,781,2015-07-31
503,224,2013-08-19
480,939,2015-10-27
487,724,2015-11-11
490,632,2013-06-22
501,291,2011-08-15
484,819,2013-07-14
503,230,2015-12-06
496,447,2014-06-27
490,634,2012-12-26
495,481,2012-02-20
484,825,2009-06-12
481,920,2011-01-29
495,490,2012-03-05
500,335,2015-12-28
497,428,2014-01-22
490,649,2014-04-14
496,465,2015-07-29
492,592,2015-11-25
481,933,2015-12-12
509,66,2015-12-18
487,749,2014-11-02
480,968,2015-10-21
504,227,2010-11-21
481,941,2013-11-19
498,415,2014-10-25
486,788,2012-11-28
507,138,2012-11-04
496,480,2015-04-20
482,916,2011-02-13
486,792,2012-07-11
488,731,2015-03-16
486,793,2013-11-14
505,205,2013-01-05
503,267,2008-09-22
482,919,2012-02-12
481,950,2014-08-13
491,640,2015-12-22
489,703,2014-03-02
504,238,2014-09-17
509,84,2007-01-14
509,85,2015-10-13
485,829,2012-11-23
495,519,2014-07-06
507,150,2011-09-13
497,460,2008-09-19
509,88,2015-10-02
492,615,2012-12-27
489,709,2003-04-23
492,616,2013-07-25
488,742,2015-10-09
491,650,2014-11-27
507,159,2015-07-23
481,965,2010-10-24
491,656,2013-10-11
496,501,2014-11-04
492,626,2015-11-16
486,812,2013-03-22
488,751,2015-07-20
489,720,2015-09-29
497,472,2006-09-03
500,379,2012-12-27
486,814,2009-12-24
495,535,2013-10-27
488,753,2015-03-21
509,103,2015-03-01
488,757,2015-09-11
486,822,2009-01-18
507,171,2012-08-30
504,265,2013-02-15
490,700,2011-10-03
499,422,2015-04-30
484,888,2015-07-04
485,857,2015-06-25
483,923,2014-11-17
498,459,2015-04-30
490,711,2006-10-07
503,309,2008-03-19
505,248,2015-09-19
512,33,2013-03-30
505,250,2010-12-01
513,7,2015-12-26
488,782,2015-10-27
496,535,2014-10-29
482,969,2015-12-17
495,566,2015-06-30
482,970,2010-08-14
487,817,2015-10-31
502,352,2015-09-12
496,540,2015-05-03
497,511,2015-01-08
494,604,2012-10-18
499,450,2015-06-25
490,731,2011-08-27
512,50,2014-02-23
489,763,2009-07-31
489,770,2015-04-14
512,57,2015-08-21
499,460,2014-10-30
507,212,2015-03-23
487,833,2015-12-17
496,557,2015-10-03
511,93,2014-10-02
505,280,2011-02-05
490,746,2015-01-12
498,499,2015-06-21
503,344,2007-02-15
497,530,2014-07-03
492,687,2009-03-21
495,594,2014-12-02
503,346,2011-01-31
496,564,2015-02-10
490,751,2012-10-11
505,286,2011-11-26
486,876,2015-12-22
496,569,2015-06-20
488,821,2015-04-16
484,945,2015-09-27
506,263,2011-12-09
514,16,2015-12-29
493,669,2014-02-03
493,670,2015-04-25
487,856,2007-11-16
484,952,2014-07-01
489,799,2014-05-18
513,57,2015-06-25
490,771,2012-07-10
507,248,2013-04-01
500,465,2013-01-25
499,498,2015-06-21
507,250,2014-03-20
498,530,2015-11-05
497,564,2009-10-11
511,130,2014-05-23
489,813,2007-09-29
494,658,2012-12-22
508,226,2015-08-20
488,848,2015-04-24
508,228,2015-07-28
494,663,2012-08-27
509,200,2011-09-13
514,45,2015-10-20
484,975,2015-01-11
495,635,2015-12-20
495,636,2015-07-29
489,822,2015-11-07
491,762,2015-05-28
511,144,2014-03-13
501,455,2015-09-26
503,395,2013-06-18
512,117,2013-04-19
508,242,2015-09-29
495,649,2014-08-12
486,928,2010-09-29
508,246,2015-11-25
484,991,2010-02-26
515,30,2015-02-24
499,527,2015-07-28
485,962,2015-01-30
511,157,2015-05-24
498,560,2015-04-01
495,655,2015-03-01
488,875,2015-06-29
511,163,2015-07-28
492,753,2012-12-03
513,105,2014-09-09
495,663,2015-11-07
516,13,2012-06-05
502,448,2011-03-12
503,418,2014-01-15
486,950,2015-03-21
488,891,2015-03-16
485,987,2015-06-14
511,182,2013-03-26
492,772,2005-06-13
490,834,2015-09-16
495,681,2015-10-14
498,589,2015-04-11
501,496,2014-11-04
510,218,2014-06-25
488,904,2015-10-25
494,718,2011-09-30
501,502,2009-02-16
487,937,2014-03-04
492,785,2006-03-20
517,11,2012-03-26
492,787,2007-06-21
505,385,2015-11-27
497,634,2005-11-03
512,175,2015-08-27
487,952,2014-09-15
501,519,2011-09-29
500,552,2010-01-05
501,523,2009-06-08
500,558,2013-09-29
503,465,2008-08-01
491,838,2015-12-23
515,94,2015-06-11
488,932,2015-03-10
490,870,2015-06-30
498,622,2015-09-19
486,994,2011-01-09
503,468,2013-04-24
489,902,2014-10-07
515,97,2015-11-24
486,996,2015-07-19
503,469,2013-02-27
494,749,2015-07-03
502,501,2009-02-16
487,967,2015-03-27
488,937,2015-08-22
496,692,2013-06-26
517,42,2014-03-11
492,819,2015-08-28
505,416,2015-04-14
507,355,2013-10-11
516,77,2015-11-28
518,17,2013-09-15
494,761,2015-05-15
491,858,2010-11-04
488,953,2015-07-16
511,241,2015-12-19
517,57,2014-07-14
489,925,2010-08-02
488,960,2015-04-17
513,189,2015-01-03
517,66,2015-12-13
500,594,2013-01-27
498,656,2015-02-03
517,68,2013-08-11
517,69,2013-11-04
498,658,2015-12-03
518,38,2007-09-23
518,39,2011-03-30
489,942,2009-02-11
493,818,2015-03-12
495,757,2015-06-27
512,230,2015-12-30
504,485,2011-12-29
505,456,2015-01-15
504,487,2012-05-11
501,582,2004-03-02
508,367,2015-08-23
494,803,2015-08-24
509,340,2015-12-22
503,527,2009-04-21
498,682,2015-02-24
501,591,2015-08-23
518,65,2011-12-26
516,127,2013-03-03
492,874,2009-04-27
498,689,2015-11-24
515,163,2015-07-08
505,475,2015-02-08
500,630,2010-12-11
498,693,2014-09-19
492,881,2007-08-02
520,14,2012-04-19
519,46,2015-02-11
497,729,2013-05-22
512,266,2015-08-24
510,329,2013-09-08
517,113,2008-12-20
516,145,2011-05-14
496,766,2014-11-17
492,890,2012-09-30
503,554,2010-03-23
497,741,2005-06-11
520,28,2007-03-22
516,152,2009-07-08
503,559,2014-10-06
519,64,2012-09-20
506,467,2015-07-21
497,747,2010-05-30
489,995,2006-07-02
498,716,2015-09-27
511,313,2012-04-15
493,872,2015-02-01
509,376,2015-06-16
511,316,2015-08-24
497,751,2004-02-25
512,286,2013-10-08
511,318,2014-01-25
501,635,2015-12-23
505,515,2015-10-09
512,298,2013-06-08
500,670,2014-06-27
521,26,2015-09-04
496,802,2014-07-09
494,866,2011-01-03
512,310,2013-10-16
494,868,2015-01-21
497,775,2015-06-30
500,684,2015-02-09
520,66,2015-11-24
517,159,2013-08-15
515,222,2015-07-19
491,966,2015-12-25
505,533,2015-11-25
517,164,2013-01-02
504,568,2011-04-27
495,848,2015-02-08
519,106,2013-11-20
496,819,2014-12-06
514,261,2015-10-19
522,15,2015-04-07
494,885,2011-03-30
496,825,2012-07-06
501,672,2013-10-17
507,487,2013-03-08
519,116,2011-05-04
501,675,2007-05-07
491,986,2015-04-29
520,88,2014-09-01
514,276,2015-11-20
522,29,2014-10-21
511,371,2007-06-16
491,993,2015-04-04
502,653,2015-08-09
512,344,2015-04-20
517,190,2013-08-15
492,965,2005-09-01
519,129,2015-01-22
494,904,2014-08-10
522,39,2015-12-23
502,662,2010-02-01
514,291,2015-11-25
509,448,2009-10-06
508,480,2015-07-27
509,449,2010-04-06
494,915,2015-02-25
500,729,2014-04-02
515,265,2015-03-27
510,420,2015-05-10
521,79,2015-07-27
501,705,2013-11-12
517,212,2015-08-07
518,183,2012-08-15
517,214,2010-07-29
519,153,2015-05-10
518,186,2015-08-18
511,403,2013-11-30
500,744,2015-02-14
509,466,2015-05-06
503,653,2015-02-07
518,191,2015-06-09
497,845,2011-10-23
513,349,2015-04-27
505,598,2011-02-23
522,72,2014-10-11
520,134,2011-05-25
512,383,2015-02-23
497,850,2012-03-16
524,13,2013-10-31
501,728,2015-08-21
508,511,2015-08-07
503,667,2013-12-24
524,17,2013-07-09
494,949,2013-06-25
493,980,2015-10-13
511,423,2011-12-27
510,454,2014-01-18
500,766,2015-08-20
510,456,2015-04-23
500,767,2015-04-08
494,955,2015-06-06
500,772,2013-05-31
518,215,2014-10-02
523,61,2015-03-12
500,777,2015-04-16
513,380,2015-01-14
517,258,2009-07-07
515,322,2015-07-07
511,449,2006-08-20
520,170,2013-05-31
501,759,2015-11-30
515,325,2015-11-24
497,884,2003-05-19
524,48,2013-02-07
516,296,2010-06-13
514,360,2015-12-02
521,144,2015-07-08
509,517,2014-04-08
511,456,2015-04-16
496,923,2013-03-07
524,55,2015-11-04
512,431,2015-11-24
501,773,2006-02-17
518,247,2011-11-19
497,898,2005-04-16
517,278,2012-09-01
497,899,2010-07-29
496,932,2012-11-10
505,653,2015-05-05
520,190,2011-03-07
496,936,2012-08-29
513,411,2015-07-21
513,415,2015-09-14
519,229,2011-05-26
521,167,2015-06-04
498,881,2015-09-05
500,823,2015-06-22
499,857,2015-02-10
525,52,2015-12-02
502,766,2015-07-05
513,428,2015-04-07
513,430,2015-08-14
497,930,2009-02-10
511,497,2015-01-08
527,2,2015-11-26
518,284,2008-12-18
513,439,2015-07-06
504,720,2015-10-19
517,318,2009-07-20
522,164,2015-10-02
497,942,2010-05-04
511,508,2015-08-07
517,323,2008-08-17
498,913,2015-06-07
514,417,2015-11-15
520,232,2008-08-15
498,915,2015-11-25
527,18,2013-04-11
507,639,2015-10-26
525,81,2010-08-18
501,826,2003-09-26
521,207,2015-11-04
505,710,2015-06-17
517,340,2011-07-23
497,960,2013-05-06
509,589,2014-05-02
516,372,2015-12-12
505,716,2013-04-18
523,162,2012-12-22
515,410,2015-04-21
513,473,2015-03-06
528,9,2015-12-01
523,166,2015-12-27
500,880,2015-01-13
499,913,2014-08-23
510,573,2014-02-21
499,915,2015-11-05
502,823,2013-04-19
503,792,2015-09-12
497,980,2014-07-03
517,360,2013-06-26
514,456,2015-10-28
524,149,2014-09-20
516,398,2012-11-26
523,183,2013-06-24
527,61,2015-02-19
516,404,2012-05-05
502,838,2015-12-13
512,533,2015-04-09
511,564,2012-03-27
499,936,2014-07-01
504,781,2014-12-25
504,784,2015-07-16
507,691,2014-10-18
517,382,2014-09-02
529,10,2013-04-06
518,353,2013-06-06
523,200,2010-05-28
518,360,2014-09-21
499,950,2015-12-10
508,673,2015-07-05
518,364,2014-09-20
520,302,2013-07-03
527,87,2007-04-08
500,925,2010-06-07
512,556,2015-03-07
522,248,2014-11-23
521,283,2015-09-27
523,221,2015-10-18
517,408,2011-07-16
504,812,2015-01-06
527,99,2014-02-18
513,535,2015-08-08
518,381,2014-12-20
510,629,2015-12-05
505,786,2013-12-31
525,167,2003-04-02
502,883,2009-10-03
511,605,2015-09-17
504,822,2007-08-31
527,110,2015-11-12
513,544,2015-09-08
507,731,2012-03-19
517,423,2011-08-15
513,548,2015-04-09
512,580,2013-06-09
503,860,2014-09-13
506,768,2013-06-05
525,180,2013-12-03
507,740,2015-08-02
514,523,2015-10-28
529,58,2015-09-26
525,184,2014-10-01
512,588,2014-11-29
522,280,2015-01-10
531,2,2015-12-15
501,933,2009-10-03
515,505,2015-10-09
529,73,2015-07-16
522,290,2014-09-19
510,663,2015-03-11
517,448,2014-01-04
518,418,2013-02-24
510,667,2015-10-16
514,545,2015-10-25
531,18,2015-12-24
522,298,2015-05-12
527,145,2014-06-05
523,273,2008-10-08
511,646,2008-12-07
507,771,2015-07-11
520,371,2006-10-21
517,469,2012-03-11
520,377,2013-07-07
517,472,2014-01-13
521,350,2015-11-08
503,910,2015-05-13
518,446,2015-12-14
507,787,2012-01-28
509,726,2011-09-30
532,17,2015-08-23
501,980,2014-05-20
509,734,2014-12-28
522,335,2015-12-31
532,30,2015-10-09
531,62,2015-12-28
530,93,2013-08-16
518,466,2015-02-26
509,745,2013-02-07
518,468,2015-04-11
510,717,2012-12-24
512,656,2015-10-04
511,688,2010-11-13
502,969,2015-03-24
522,350,2015-05-23
515,567,2015-05-20
505,878,2015-06-14
518,476,2014-03-22
521,383,2015-06-12
517,509,2014-04-08
504,912,2012-05-14
503,944,2015-05-22
525,264,2013-11-03
506,855,2012-02-12
528,178,2015-10-14
510,739,2013-03-09
532,58,2015-05-17
533,27,2015-09-22
502,990,2014-05-08
504,928,2015-10-19
521,403,2015-09-13
524,310,2012-11-19
533,33,2015-03-07
525,281,2012-07-02
513,653,2015-06-11
533,34,2015-07-20
502,996,2015-07-26
533,37,2015-09-20
514,626,2015-10-24
522,381,2015-05-05
533,40,2015-03-05
523,350,2014-02-12
505,910,2015-10-31
519,476,2014-02-12
520,447,2009-04-19
517,541,2015-03-21
524,325,2015-11-23
505,914,2012-12-27
520,449,2009-01-25
524,327,2013-08-17
508,823,2015-08-20
512,700,2013-05-24
531,113,2015-12-31
505,919,2012-06-30
531,114,2015-12-26
510,768,2015-05-30
509,800,2013-03-27
523,366,2012-11-04
533,57,2015-02-13
506,894,2011-03-08
522,401,2015-10-01
519,495,2014-07-06
513,685,2015-03-05
535,5,2010-10-13
519,501,2011-09-29
511,751,2010-06-08
503,999,2015-09-08
533,70,2015-09-13
503,1000,2011-03-29
527,259,2015-09-09
518,538,2015-10-05
504,977,2007-01-29
524,358,2013-07-14
518,545,2010-10-20
524,363,2012-02-28
511,769,2015-10-21
518,552,2013-04-16
533,90,2015-03-08
532,123,2015-07-30
517,591,2010-09-11
534,64,2015-11-13
522,437,2014-08-24
509,840,2015-11-25
519,532,2015-05-23
532,130,2014-11-01
535,40,2014-08-07
510,815,2013-06-23
514,692,2015-12-17
513,725,2015-04-20
509,849,2015-07-02
514,695,2015-12-05
530,201,2014-11-14
518,574,2011-11-17
515,667,2015-08-11
523,419,2014-02-09
509,854,2010-10-26
536,18,2011-09-22
535,50,2015-11-18
526,330,2014-03-21
518,579,2014-11-03
513,734,2015-08-01
525,364,2013-01-27
506,953,2012-04-07
510,830,2013-09-15
506,955,2014-03-30
527,306,2015-08-27
507,926,2013-04-03
530,214,2014-04-19
516,650,2014-06-06
509,868,2013-06-15
509,869,2014-03-28
522,468,2015-05-22
532,158,2014-12-28
508,904,2015-08-02
535,67,2010-07-21
525,378,2015-02-10
518,596,2015-04-13
533,131,2015-05-25
525,379,2012-08-07
531,197,2015-12-13
526,356,2015-01-09
529,264,2013-10-09
510,853,2015-05-12
517,637,2015-10-21
524,421,2014-03-11
525,391,2013-06-01
527,330,2013-08-28
524,424,2015-03-24
515,703,2015-05-01
536,56,2015-09-20
511,831,2014-02-26
509,894,2011-05-01
513,771,2015-02-01
530,244,2015-10-24
527,338,2015-05-14
519,587,2013-03-08
509,898,2005-12-26
527,341,2015-06-25
519,591,2011-02-02
521,534,2015-05-07
532,194,2015-10-28
533,166,2015-09-12
510,879,2012-05-21
521,542,2015-07-02
537,47,2014-08-13
519,606,2011-04-11
517,670,2008-07-14
521,546,2015-07-05
528,329,2015-12-18
518,640,2012-01-08
535,115,2010-05-25
520,585,2006-05-01
526,402,2013-11-10
512,837,2014-04-29
515,744,2015-03-30
533,188,2015-08-16
522,529,2015-04-15
523,501,2009-06-08
515,750,2015-12-11
518,659,2015-07-03
516,723,2013-03-18
521,568,2015-10-02
529,321,2015-03-11
522,538,2015-01-04
537,75,2013-11-08
511,884,2001-12-31
512,854,2015-07-22
510,916,2014-11-14
523,514,2015-10-28
530,299,2015-05-03
517,703,2013-11-21
512,859,2014-10-23
532,241,2015-11-25
512,863,2015-01-09
